2023-01-06T11:51:34.015431+0100|DEBUG|image_contains_mast called
2023-01-06T11:51:34.417584+0100|DEBUG|image_contains_mast returned False, confidence: 
2023-01-06T11:51:34.419162+0100|DEBUG|Did mast check
2023-01-06T11:51:35.990699+0100|INFO|Mission progress: 0/1
2023-01-06T11:51:39.420747+0100|DEBUG|Taking image
2023-01-06T11:51:39.422465+0100|DEBUG|Took image
2023-01-06T11:51:39.431454+0100|DEBUG|image_contains_mast called
2023-01-06T11:51:39.843947+0100|DEBUG|image_contains_mast returned False, confidence: 
2023-01-06T11:51:39.845107+0100|DEBUG|Did mast check
2023-01-06T11:51:40.535587+0100|INFO|Mission progress: 0/1
2023-01-06T11:51:43.787654+0100|INFO|Mission progress: 0/1
2023-01-06T11:51:44.847920+0100|DEBUG|Taking image
2023-01-06T11:51:44.848523+0100|DEBUG|Took image
2023-01-06T11:51:44.858904+0100|DEBUG|image_contains_mast called
2023-01-06T11:51:45.249907+0100|DEBUG|image_contains_mast returned False, confidence: 
2023-01-06T11:51:45.251216+0100|DEBUG|Did mast check
2023-01-06T11:51:47.017421+0100|INFO|Mission progress: 0/1
2023-01-06T11:51:50.237518+0100|INFO|Mission progress: 0/1
2023-01-06T11:51:50.254413+0100|DEBUG|Taking image
2023-01-06T11:51:50.255088+0100|DEBUG|Took image
2023-01-06T11:51:50.268173+0100|DEBUG|image_contains_mast called
2023-01-06T11:51:50.623663+0100|DEBUG|image_contains_mast returned False, confidence: 
2023-01-06T11:51:50.625040+0100|DEBUG|Did mast check
2023-01-06T11:51:55.264680+0100|INFO|Mission progress: 0/1
2023-01-06T11:51:55.626949+0100|DEBUG|Taking image
2023-01-06T11:51:55.627680+0100|DEBUG|Took image
2023-01-06T11:51:55.643052+0100|DEBUG|image_contains_mast called
2023-01-06T11:51:55.997539+0100|DEBUG|image_contains_mast returned False, confidence: 
2023-01-06T11:51:55.998971+0100|DEBUG|Did mast check
2023-01-06T11:51:58.039449+0100|INFO|Mission progress: 0/1
2023-01-06T11:52:01.000845+0100|DEBUG|Taking image
2023-01-06T11:52:01.001432+0100|DEBUG|Took image
2023-01-06T11:52:01.008611+0100|DEBUG|image_contains_mast called
2023-01-06T11:52:01.371648+0100|DEBUG|image_contains_mast returned False, confidence: 
2023-01-06T11:52:01.372309+0100|DEBUG|Did mast check
2023-01-06T11:52:02.197304+0100|INFO|Mission progress: 0/1
2023-01-06T11:52:06.223718+0100|INFO|Mission progress: 0/1
2023-01-06T11:52:06.376122+0100|DEBUG|Taking image
2023-01-06T11:52:06.376887+0100|DEBUG|Took image
2023-01-06T11:52:06.385176+0100|DEBUG|image_contains_mast called
2023-01-06T11:52:06.794302+0100|DEBUG|image_contains_mast returned False, confidence: 
2023-01-06T11:52:06.795327+0100|DEBUG|Did mast check
2023-01-06T11:52:10.374432+0100|INFO|Mission progress: 0/1
2023-01-06T11:52:11.797226+0100|DEBUG|Taking image
2023-01-06T11:52:11.797881+0100|DEBUG|Took image
2023-01-06T11:52:11.805563+0100|DEBUG|image_contains_mast called
2023-01-06T11:52:12.153399+0100|DEBUG|image_contains_mast returned False, confidence: 
2023-01-06T11:52:12.156853+0100|DEBUG|Did mast check
2023-01-06T11:52:14.183727+0100|INFO|Mission progress: 0/1
2023-01-06T11:52:17.159350+0100|DEBUG|Taking image
2023-01-06T11:52:17.160388+0100|DEBUG|Took image
2023-01-06T11:52:17.168137+0100|DEBUG|image_contains_mast called
2023-01-06T11:52:17.675556+0100|DEBUG|image_contains_mast returned False, confidence: 
2023-01-06T11:52:17.676243+0100|DEBUG|Did mast check
2023-01-06T11:52:18.818561+0100|INFO|Mission progress: 0/1
2023-01-06T11:52:22.672898+0100|INFO|Mission progress: 0/1
2023-01-06T11:52:22.680471+0100|DEBUG|Taking image
2023-01-06T11:52:22.682816+0100|DEBUG|Took image
2023-01-06T11:52:22.691613+0100|DEBUG|image_contains_mast called
2023-01-06T11:52:23.113835+0100|DEBUG|image_contains_mast returned False, confidence: 
2023-01-06T11:52:23.114404+0100|DEBUG|Did mast check
2023-01-06T11:52:27.805966+0100|INFO|Mission progress: 0/1
2023-01-06T11:52:28.116034+0100|DEBUG|Taking image
2023-01-06T11:52:28.116868+0100|DEBUG|Took image
2023-01-06T11:52:28.128765+0100|DEBUG|image_contains_mast called
2023-01-06T11:52:28.496990+0100|DEBUG|image_contains_mast returned False, confidence: 
2023-01-06T11:52:28.497838+0100|DEBUG|Did mast check
2023-01-06T11:52:32.674866+0100|INFO|Mission progress: 0/1
2023-01-06T11:52:33.499641+0100|DEBUG|Taking image
2023-01-06T11:52:33.500262+0100|DEBUG|Took image
2023-01-06T11:52:33.513557+0100|DEBUG|image_contains_mast called
2023-01-06T11:52:34.024065+0100|DEBUG|image_contains_mast returned False, confidence: 
2023-01-06T11:52:34.025193+0100|DEBUG|Did mast check
2023-01-06T11:52:37.586315+0100|INFO|Mission progress: 0/1
2023-01-06T11:52:39.026787+0100|DEBUG|Taking image
2023-01-06T11:52:39.027396+0100|DEBUG|Took image
2023-01-06T11:52:39.038344+0100|DEBUG|image_contains_mast called
2023-01-06T11:52:39.425303+0100|DEBUG|image_contains_mast returned False, confidence: 
2023-01-06T11:52:39.426043+0100|DEBUG|Did mast check
2023-01-06T11:52:42.678973+0100|INFO|Mission progress: 0/1
2023-01-06T11:52:44.427943+0100|DEBUG|Taking image
2023-01-06T11:52:44.429923+0100|DEBUG|Took image
2023-01-06T11:52:44.444330+0100|DEBUG|image_contains_mast called
2023-01-06T11:52:44.944792+0100|DEBUG|image_contains_mast returned False, confidence: 
2023-01-06T11:52:44.946025+0100|DEBUG|Did mast check
2023-01-06T11:52:46.785138+0100|INFO|Mission progress: 0/1
2023-01-06T11:52:49.948820+0100|DEBUG|Taking image
2023-01-06T11:52:49.949393+0100|DEBUG|Took image
2023-01-06T11:52:49.956584+0100|DEBUG|image_contains_mast called
2023-01-06T11:52:50.332842+0100|DEBUG|image_contains_mast returned False, confidence: 
2023-01-06T11:52:50.333448+0100|DEBUG|Did mast check
2023-01-06T11:52:50.336411+0100|INFO|Mission progress: 0/1
2023-01-06T11:52:53.793317+0100|INFO|Mission progress: 0/1
2023-01-06T11:52:55.337267+0100|DEBUG|Taking image
2023-01-06T11:52:55.338385+0100|DEBUG|Took image
2023-01-06T11:52:55.348014+0100|DEBUG|image_contains_mast called
2023-01-06T11:52:55.712876+0100|DEBUG|image_contains_mast returned False, confidence: 
2023-01-06T11:52:55.713595+0100|DEBUG|Did mast check
2023-01-06T11:52:59.290801+0100|INFO|Mission progress: 0/1
2023-01-06T11:53:00.716591+0100|DEBUG|Taking image
2023-01-06T11:53:00.717187+0100|DEBUG|Took image
2023-01-06T11:53:00.725701+0100|DEBUG|image_contains_mast called
2023-01-06T11:53:01.152684+0100|DEBUG|image_contains_mast returned False, confidence: 
2023-01-06T11:53:01.153970+0100|DEBUG|Did mast check
